observation number,publication number,Title ,Authors,Data_extracted_by,Extraction_date,Continent, Country,year_of_experiment,Site,lat_decimals,long_decimals,eco_type,Annual_precip ,precipitation_levels,Annual_temp,Regional_climate ,climatic_region,SOM,Soil C %,Soil N%,Soil C:N ratio ,Soil pH,litterbags_size_cm2,Fauna_available, Top_mesh_size,Fauna_group,Bottom_mesh_size,Burial_location  ,Time_Days,Duration_period,spc_abbr, Litter_type,Drying_method,Oven_temp_C,Litter_size,sp_div_in_mixture,species_richness,propotions,Mixture_mass_ratio,n_expected,n_observed,Lit_Car,Lit_Nit,Lit_Pho,Lit_Lig,Lit_Car_Nit_ratio,Lit_Lig_Nit_ratio,expected_decay_k,observed_decay_k,initial_weight_g,Final_weight_g,m_expected,sd_expected,m_observed,sd_observed,obs_per_day,exp_per_day,sd_obsv_per_day,sd_exp_per_day
808,53,More than the sum of its parts? Assessing litter  heterogeneity effects on the decomposition of litter mixtures through leaf chemistry,Harguindeguy et al 2008,Denis Mburu Njoroge,06/07/2020,South America,Argentina,2000,Cuesta Blanca,-31.3,-64.35,Forest,800,low,15,N/A,Sub-tropics,N/A,N/A,N/A,N/A,N/A,N/A,absent,0.3,microfauna,0.3,Buried,80,short,"Bp,Hm,Lm,Se"," forb, evergreen and grass",Air dried ,N/A,Whole leaf,4,four,equal,1:1:1:1,8,8,N/A,2.445,N/A,N/A,N/A,N/A,N/A,N/A,1,0.64,34.2,11.3137085,36,13.86,0.45,0.4275,0.17325,0.141421356
809,53,More than the sum of its parts? Assessing litter  heterogeneity effects on the decomposition of litter mixtures through leaf chemistry,Harguindeguy et al 2008,Denis Mburu Njoroge,06/07/2020,South America,Argentina,2000,Cuesta Blanca,-31.3,-64.35,Forest,800,low,15,N/A,Sub-tropics,N/A,N/A,N/A,N/A,N/A,N/A,absent,0.3,microfauna,0.3,Buried,80,short,"Ac,Bp,Hm,Lm,Se"," forb, evergreen and grass",Air dried ,N/A,Whole leaf,5,five,equal,1:1:1:1:1,8,8,N/A,2.496,N/A,N/A,N/A,N/A,N/A,N/A,1,0.61,36.5,10.18233765,39,8.77,0.4875,0.45625,0.109625,0.127279221
810,54,"Litter mixing significantly affects decomposition in the Hulun Buir meadow steppe of Inner Mongolia, China",Zhang et al 2014,Denis Mburu Njoroge,06/07/2020,Asia,China,2010,Hulun Buir City,49.2,119.58,Grassland,1740,medium,-3,N/A,Temperate,N/A,N/A,N/A,N/A,N/A,300,absent,1,mesofauna,1,Surface ,61,short,"Lc,Sb",grass ,Oven dried,65,5,2,two,equal,01:01,5,5,46.7,1.07,0.13,N/A,46.75,N/A,N/A,N/A,10,8.2,15.65,1.75,18,1.75,0.295081967,0.256557377,0.028688525,0.028688525
811,54,"Litter mixing significantly affects decomposition in the Hulun Buir meadow steppe of Inner Mongolia, China",Zhang et al 2014,Denis Mburu Njoroge,06/07/2020,Asia,China,2010,Hulun Buir City,49.2,119.58,Grassland,1740,medium,-3,N/A,Temperate,N/A,N/A,N/A,N/A,N/A,300,absent,1,mesofauna,1,Surface ,152,short,"Lc,Sb",grass ,Oven dried,65,5,2,two,equal,01:01,5,5,46.7,1.07,0.13,N/A,46.75,N/A,N/A,N/A,10,6.09,36.15,2.02,39.1,2.02,0.257236842,0.237828947,0.013289474,0.013289474
812,54,"Litter mixing significantly affects decomposition in the Hulun Buir meadow steppe of Inner Mongolia, China",Zhang et al 2014,Denis Mburu Njoroge,06/07/2020,Asia,China,2010,Hulun Buir City,49.2,119.58,Grassland,1740,medium,-3,N/A,Temperate,N/A,N/A,N/A,N/A,N/A,300,absent,1,mesofauna,1,Surface ,365,long,"Lc,Sb",grass ,Oven dried,65,5,2,two,equal,01:01,5,5,46.7,1.07,0.13,N/A,46.75,N/A,N/A,N/A,10,5.23,38.25,6.47,47.7,6.47,0.130684932,0.104794521,0.017726027,0.017726027
813,54,"Litter mixing significantly affects decomposition in the Hulun Buir meadow steppe of Inner Mongolia, China",Zhang et al 2014,Denis Mburu Njoroge,06/07/2020,Asia,China,2010,Hulun Buir City,49.2,119.58,Grassland,1740,medium,-3,N/A,Temperate,N/A,N/A,N/A,N/A,N/A,300,absent,1,mesofauna,1,Surface ,487,long,"Lc,Sb",grass ,Oven dried,65,5,2,two,equal,01:01,5,5,46.7,1.07,0.13,N/A,46.75,N/A,N/A,N/A,10,4.01,52.2,5.28,59.9,5.28,0.122997947,0.107186858,0.010841889,0.010841889
814,54,"Litter mixing significantly affects decomposition in the Hulun Buir meadow steppe of Inner Mongolia, China",Zhang et al 2014,Denis Mburu Njoroge,06/07/2020,Asia,China,2010,Hulun Buir City,49.2,119.58,Grassland,1740,medium,-3,N/A,Temperate,N/A,N/A,N/A,N/A,N/A,300,absent,1,mesofauna,1,Surface ,61,short,"Mr,Sb",grass and legume,Oven dried,65,5,2,two,equal,01:01,5,5,46.6,1.52,0.09,N/A,39.25,N/A,N/A,N/A,10,7.67,22.95,0.24,23.3,0.24,0.381967213,0.376229508,0.003934426,0.003934426
815,54,"Litter mixing significantly affects decomposition in the Hulun Buir meadow steppe of Inner Mongolia, China",Zhang et al 2014,Denis Mburu Njoroge,06/07/2020,Asia,China,2010,Hulun Buir City,49.2,119.58,Grassland,1740,medium,-3,N/A,Temperate,N/A,N/A,N/A,N/A,N/A,300,absent,1,mesofauna,1,Surface ,152,short,"Mr,Sb",grass and legume,Oven dried,65,5,2,two,equal,01:01,5,5,46.6,1.52,0.09,N/A,39.25,N/A,N/A,N/A,10,5.3,39.8,4.94,47,4.94,0.309210526,0.261842105,0.0325,0.0325
816,54,"Litter mixing significantly affects decomposition in the Hulun Buir meadow steppe of Inner Mongolia, China",Zhang et al 2014,Denis Mburu Njoroge,06/07/2020,Asia,China,2010,Hulun Buir City,49.2,119.58,Grassland,1740,medium,-3,N/A,Temperate,N/A,N/A,N/A,N/A,N/A,300,absent,1,mesofauna,1,Surface ,365,long,"Mr,Sb",grass and legume,Oven dried,65,5,2,two,equal,01:01,5,5,46.6,1.52,0.09,N/A,39.25,N/A,N/A,N/A,10,4.89,43.25,5.38,51.1,5.38,0.14,0.118493151,0.014739726,0.014739726
817,54,"Litter mixing significantly affects decomposition in the Hulun Buir meadow steppe of Inner Mongolia, China",Zhang et al 2014,Denis Mburu Njoroge,06/07/2020,Asia,China,2010,Hulun Buir City,49.2,119.58,Grassland,1740,medium,-3,N/A,Temperate,N/A,N/A,N/A,N/A,N/A,300,absent,1,mesofauna,1,Surface ,487,long,"Mr,Sb",grass and legume,Oven dried,65,5,2,two,equal,01:01,5,5,46.6,1.52,0.09,N/A,39.25,N/A,N/A,N/A,10,3.48,58.5,4.59,65.2,4.59,0.133880903,0.120123203,0.009425051,0.009425051
818,54,"Litter mixing significantly affects decomposition in the Hulun Buir meadow steppe of Inner Mongolia, China",Zhang et al 2014,Denis Mburu Njoroge,06/07/2020,Asia,China,2010,Hulun Buir City,49.2,119.58,Grassland,1740,medium,-3,N/A,Temperate,N/A,N/A,N/A,N/A,N/A,300,absent,1,mesofauna,1,Surface ,61,short,"Lc,Mr",grass and legume,Oven dried,65,5,2,two,equal,01:01,5,5,46.42,1.75,1.05,N/A,28.9,N/A,N/A,N/A,10,7.01,26.7,2.19,29.9,2.19,0.490163934,0.437704918,0.035901639,0.035901639
819,54,"Litter mixing significantly affects decomposition in the Hulun Buir meadow steppe of Inner Mongolia, China",Zhang et al 2014,Denis Mburu Njoroge,06/07/2020,Asia,China,2010,Hulun Buir City,49.2,119.58,Grassland,1740,medium,-3,N/A,Temperate,N/A,N/A,N/A,N/A,N/A,300,absent,1,mesofauna,1,Surface ,152,short,"Lc,Mr",grass and legume,Oven dried,65,5,2,two,equal,01:01,5,5,46.42,1.75,1.05,N/A,28.9,N/A,N/A,N/A,10,4.88,46.15,3.46,51.2,3.46,0.336842105,0.303618421,0.022763158,0.022763158
820,54,"Litter mixing significantly affects decomposition in the Hulun Buir meadow steppe of Inner Mongolia, China",Zhang et al 2014,Denis Mburu Njoroge,06/07/2020,Asia,China,2010,Hulun Buir City,49.2,119.58,Grassland,1740,medium,-3,N/A,Temperate,N/A,N/A,N/A,N/A,N/A,300,absent,1,mesofauna,1,Surface ,365,long,"Lc,Mr",grass and legume,Oven dried,65,5,2,two,equal,01:01,5,5,46.42,1.75,1.05,N/A,28.9,N/A,N/A,N/A,10,4.39,49.5,4.5,56.1,4.5,0.15369863,0.135616438,0.012328767,0.012328767
821,54,"Litter mixing significantly affects decomposition in the Hulun Buir meadow steppe of Inner Mongolia, China",Zhang et al 2014,Denis Mburu Njoroge,06/07/2020,Asia,China,2010,Hulun Buir City,49.2,119.58,Grassland,1740,medium,-3,N/A,Temperate,N/A,N/A,N/A,N/A,N/A,300,absent,1,mesofauna,1,Surface ,487,long,"Lc,Mr",grass and legume,Oven dried,65,5,2,two,equal,01:01,5,5,46.42,1.75,1.05,N/A,28.9,N/A,N/A,N/A,10,3.43,64,1.16,65.7,1.16,0.134907598,0.131416838,0.00238193,0.00238193
822,55,How to manage degraded monoculture plantations in South China:a perspective from reciprocal litter transplant experiment,Sun et al 2020,Denis Mburu Njoroge,25/08/2020,Asia,China,2013,Heshan National Field Research Station of Forest Ecosystems,22.34,112.5,Plantation,1700,medium,22.6,south subtropical monsoon climate,Tropics,N/A,N/A,N/A,N/A,N/A,400,present,2,mesofauna,2,Surface ,730,very  long,"Ss, Cl",evergreen,Air dried,N/A,Whole leaf,2,two,equal,01:01,3,3,51.35,1.25,0.04,41.55,41.3,32.9,N/A,N/A,18,6.98004,54.337,3.04,61.222,3.04,0.083865753,0.074434247,0.004164384,0.004164384
823,55,How to manage degraded monoculture plantations in South China:a perspective from reciprocal litter transplant experiment,Sun et al 2020,Denis Mburu Njoroge,25/08/2020,Asia,China,2013,Heshan National Field Research Station of Forest Ecosystems,22.34,112.5,Plantation,1700,medium,22.6,south subtropical monsoon climate,Tropics,N/A,N/A,N/A,N/A,N/A,400,present,2,mesofauna,2,Surface ,730,very  long,"Ss, Eu",evergreen,Air dried,N/A,Whole leaf,2,two,equal,01:01,3,3,52.95,1.1,0.03,46.8,50.95,44.05,N/A,N/A,18,8.67744,55.194,1.5,51.792,1.5,0.070947945,0.075608219,0.002054795,0.002054795
824,55,How to manage degraded monoculture plantations in South China:a perspective from reciprocal litter transplant experiment,Sun et al 2020,Denis Mburu Njoroge,25/08/2020,Asia,China,2013,Heshan National Field Research Station of Forest Ecosystems,22.34,112.5,Plantation,1700,medium,22.6,south subtropical monsoon climate,Tropics,N/A,N/A,N/A,N/A,N/A,400,present,2,mesofauna,2,Surface ,730,very  long,"Ss,Am",evergreen,Air dried,N/A,Whole leaf,2,two,equal,01:01,3,3,53.8,1.33,0.03,54.15,40.5,40.75,N/A,N/A,18,8.88732,60.05,3.39,50.626,3.39,0.069350685,0.082260274,0.004643836,0.004643836
825,55,How to manage degraded monoculture plantations in South China:a perspective from reciprocal litter transplant experiment,Sun et al 2020,Denis Mburu Njoroge,25/08/2020,Asia,China,2013,Heshan National Field Research Station of Forest Ecosystems,22.34,112.5,Plantation,1700,medium,22.6,south subtropical monsoon climate,Tropics,N/A,N/A,N/A,N/A,N/A,400,present,2,mesofauna,2,Surface ,730,very  long,"Cl,Eu",evergreen,Air dried,N/A,Whole leaf,2,two,equal,01:01,3,3,52.2,1,0.03,37.75,53.65,39.45,N/A,N/A,18,8.44992,54.827,0.78,53.056,0.78,0.072679452,0.075105479,0.001068493,0.001068493
826,55,How to manage degraded monoculture plantations in South China:a perspective from reciprocal litter transplant experiment,Sun et al 2020,Denis Mburu Njoroge,25/08/2020,Asia,China,2013,Heshan National Field Research Station of Forest Ecosystems,22.34,112.5,Plantation,1700,medium,22.6,south subtropical monsoon climate,Tropics,N/A,N/A,N/A,N/A,N/A,400,present,2,mesofauna,2,Surface ,730,very  long,"Cl,Am",evergreen,Air dried,N/A,Whole leaf,2,two,equal,01:01,3,3,53.05,1.23,0.03,45.1,43.2,36.15,N/A,N/A,18,7.4349,59.68,0.43,58.695,0.43,0.08040411,0.081753425,0.000589041,0.000589041
827,55,How to manage degraded monoculture plantations in South China:a perspective from reciprocal litter transplant experiment,Sun et al 2020,Denis Mburu Njoroge,25/08/2020,Asia,China,2013,Heshan National Field Research Station of Forest Ecosystems,22.34,112.5,Plantation,1700,medium,22.6,south subtropical monsoon climate,Tropics,N/A,N/A,N/A,N/A,N/A,400,present,2,mesofauna,2,Surface ,730,very  long,"Eu,Am",evergreen,Air dried,N/A,Whole leaf,2,two,equal,01:01,3,3,54.65,1.08,0.02,50.35,52.85,47.3,N/A,N/A,18,9.4473,60.543,5.75,47.515,5.75,0.065089041,0.082935616,0.007876712,0.007876712
828,55,How to manage degraded monoculture plantations in South China:a perspective from reciprocal litter transplant experiment,Sun et al 2020,Denis Mburu Njoroge,25/08/2020,Asia,China,2013,Heshan National Field Research Station of Forest Ecosystems,22.34,112.5,Plantation,1700,medium,22.6,south subtropical monsoon climate,Tropics,N/A,N/A,N/A,N/A,N/A,400,present,2,mesofauna,2,Surface ,730,very  long,"Sc,Cl,Eu",evergreen,Air dried,N/A,Whole leaf,3,three,equal,01:01:01,3,3,52.167,1.12,0.033,42.033,48.633,38.8,N/A,N/A,18,7.20756,54.786,2.28,59.958,2.28,0.082134247,0.075049315,0.003123288,0.003123288
829,55,How to manage degraded monoculture plantations in South China:a perspective from reciprocal litter transplant experiment,Sun et al 2020,Denis Mburu Njoroge,25/08/2020,Asia,China,2013,Heshan National Field Research Station of Forest Ecosystems,22.34,112.5,Plantation,1700,medium,22.6,south subtropical monsoon climate,Tropics,N/A,N/A,N/A,N/A,N/A,400,present,2,mesofauna,2,Surface ,730,very  long,"Sc,Cl,Am",evergreen,Air dried,N/A,Whole leaf,3,three,equal,01:01:01,3,3,52.73,1.27,0.033,46.933,41.67,36.6,N/A,N/A,18,9.14994,58.026,3.91,49.167,3.91,0.067352055,0.079487671,0.005356164,0.005356164
830,55,How to manage degraded monoculture plantations in South China:a perspective from reciprocal litter transplant experiment,Sun et al 2020,Denis Mburu Njoroge,25/08/2020,Asia,China,2013,Heshan National Field Research Station of Forest Ecosystems,22.34,112.5,Plantation,1700,medium,22.6,south subtropical monsoon climate,Tropics,N/A,N/A,N/A,N/A,N/A,400,present,2,mesofauna,2,Surface ,730,very  long,"Sc,Eu,Am",evergreen,Air dried,N/A,Whole leaf,3,three,equal,01:01:01,3,3,53.8,1.17,0.027,50.433,48.1,44.033,N/A,N/A,18,7.97742,58.597,1.29,55.681,1.29,0.076275342,0.080269863,0.001767123,0.001767123
831,55,How to manage degraded monoculture plantations in South China:a perspective from reciprocal litter transplant experiment,Sun et al 2020,Denis Mburu Njoroge,25/08/2020,Asia,China,2013,Heshan National Field Research Station of Forest Ecosystems,22.34,112.5,Plantation,1700,medium,22.6,south subtropical monsoon climate,Tropics,N/A,N/A,N/A,N/A,N/A,400,present,2,mesofauna,2,Surface ,730,very  long,"Cl,Eu,Am",evergreen,Air dried,N/A,Whole leaf,3,three,equal,01:01:01,3,3,53.3,1.103,0.027,44.4,49.9,40.96,N/A,N/A,18,8.32734,58.352,2.04,53.737,2.04,0.073612329,0.079934247,0.002794521,0.002794521
832,55,How to manage degraded monoculture plantations in South China:a perspective from reciprocal litter transplant experiment,Sun et al 2020,Denis Mburu Njoroge,25/08/2020,Asia,China,2013,Heshan National Field Research Station of Forest Ecosystems,22.34,112.5,Plantation,1700,medium,22.6,south subtropical monsoon climate,Tropics,N/A,N/A,N/A,N/A,N/A,400,present,2,mesofauna,2,Surface ,730,very  long,"Sp,Cl, Eu,Am",evergreen,Air dried,N/A,Whole leaf,4,four,equal,01:01:01:1,3,3,53,1.165,0.03,45.95,47.075,40.1,N/A,N/A,18,7.3125,57.44,0.85,59.375,0.85,0.081335616,0.078684932,0.001164384,0.001164384
833,55,How to manage degraded monoculture plantations in South China:a perspective from reciprocal litter transplant experiment,Sun et al 2020,Denis Mburu Njoroge,25/08/2020,Asia,China,2013,Heshan National Field Research Station of Forest Ecosystems,22.34,112.5,Plantation,1700,medium,22.6,south subtropical monsoon climate,Tropics,N/A,N/A,N/A,N/A,N/A,400,present,2,mesofauna,2,Surface ,730,very  long,"Sm,CL",evergreen,Air dried,N/A,Whole leaf,2,two,equal,01:01,3,3,51.35,1.25,0.04,41.55,41.3,32.9,N/A,N/A,18,9.88722,42.763,1.02,45.071,1.02,0.061741096,0.058579452,0.00139726,0.00139726
834,55,How to manage degraded monoculture plantations in South China:a perspective from reciprocal litter transplant experiment,Sun et al 2020,Denis Mburu Njoroge,25/08/2020,Asia,China,2013,Heshan National Field Research Station of Forest Ecosystems,22.34,112.5,Plantation,1700,medium,22.6,south subtropical monsoon climate,Tropics,N/A,N/A,N/A,N/A,N/A,400,present,2,mesofauna,2,Surface ,730,very  long,"Ss,Eu",evergreen,Air dried,N/A,Whole leaf,2,two,equal,01:01,3,3,52.95,1.1,0.03,46.8,50.95,44.05,N/A,N/A,18,9.88362,40.775,1.9,45.091,1.9,0.061768493,0.055856164,0.00260274,0.00260274
835,55,How to manage degraded monoculture plantations in South China:a perspective from reciprocal litter transplant experiment,Sun et al 2020,Denis Mburu Njoroge,25/08/2020,Asia,China,2013,Heshan National Field Research Station of Forest Ecosystems,22.34,112.5,Plantation,1700,medium,22.6,south subtropical monsoon climate,Tropics,N/A,N/A,N/A,N/A,N/A,400,present,2,mesofauna,2,Surface ,730,very  long,"Ss,Am",evergreen,Air dried,N/A,Whole leaf,2,two,equal,01:01,3,3,53.8,1.33,0.03,54.15,40.5,40.75,N/A,N/A,18,7.88634,45.7395,4.61,56.187,4.61,0.076968493,0.062656849,0.006315068,0.006315068
836,55,How to manage degraded monoculture plantations in South China:a perspective from reciprocal litter transplant experiment,Sun et al 2020,Denis Mburu Njoroge,25/08/2020,Asia,China,2013,Heshan National Field Research Station of Forest Ecosystems,22.34,112.5,Plantation,1700,medium,22.6,south subtropical monsoon climate,Tropics,N/A,N/A,N/A,N/A,N/A,400,present,2,mesofauna,2,Surface ,730,very  long,"Cl,Eu",evergreen,Air dried,N/A,Whole leaf,2,two,equal,01:01,3,3,52.2,1,0.03,37.75,53.65,39.45,N/A,N/A,18,8.8704,50.159,0.25,50.72,0.25,0.069479452,0.068710959,0.000342466,0.000342466
837,55,How to manage degraded monoculture plantations in South China:a perspective from reciprocal litter transplant experiment,Sun et al 2020,Denis Mburu Njoroge,25/08/2020,Asia,China,2013,Heshan National Field Research Station of Forest Ecosystems,22.34,112.5,Plantation,1700,medium,22.6,south subtropical monsoon climate,Tropics,N/A,N/A,N/A,N/A,N/A,400,present,2,mesofauna,2,Surface ,730,very  long,"Cl,Am",evergreen,Air dried,N/A,Whole leaf,2,two,equal,01:01,3,3,53.05,1.23,0.03,45.1,43.2,36.15,N/A,N/A,18,8.22132,55.123,0.35,54.326,0.35,0.074419178,0.075510959,0.000479452,0.000479452
838,55,How to manage degraded monoculture plantations in South China:a perspective from reciprocal litter transplant experiment,Sun et al 2020,Denis Mburu Njoroge,25/08/2020,Asia,China,2013,Heshan National Field Research Station of Forest Ecosystems,22.34,112.5,Plantation,1700,medium,22.6,south subtropical monsoon climate,Tropics,N/A,N/A,N/A,N/A,N/A,400,present,2,mesofauna,2,Surface ,730,very  long,"Eu,Am",evergreen,Air dried,N/A,Whole leaf,2,two,equal,01:01,3,3,54.65,1.08,0.02,50.35,52.85,47.3,N/A,N/A,18,5.76648,53.1355,6.54,67.964,6.54,0.09310137,0.072788356,0.008958904,0.008958904
839,55,How to manage degraded monoculture plantations in South China:a perspective from reciprocal litter transplant experiment,Sun et al 2020,Denis Mburu Njoroge,25/08/2020,Asia,China,2013,Heshan National Field Research Station of Forest Ecosystems,22.34,112.5,Plantation,1700,medium,22.6,south subtropical monsoon climate,Tropics,N/A,N/A,N/A,N/A,N/A,400,present,2,mesofauna,2,Surface ,730,very  long,"Ss,Cl,Eu",evergreen,Air dried,N/A,Whole leaf,3,three,equal,01:01:01,3,3,52.167,1.12,0.033,42.033,48.633,38.8,N/A,N/A,18,9.09216,44.565,2.17,49.488,2.17,0.067791781,0.061047945,0.002972603,0.002972603
840,55,How to manage degraded monoculture plantations in South China:a perspective from reciprocal litter transplant experiment,Sun et al 2020,Denis Mburu Njoroge,25/08/2020,Asia,China,2013,Heshan National Field Research Station of Forest Ecosystems,22.34,112.5,Plantation,1700,medium,22.6,south subtropical monsoon climate,Tropics,N/A,N/A,N/A,N/A,N/A,400,present,2,mesofauna,2,Surface ,730,very  long,"Ss,Cl,Am",evergreen,Air dried,N/A,Whole leaf,3,three,equal,01:01:01,3,3,52.73,1.27,0.033,46.933,41.67,36.6,N/A,N/A,18,8.163,47.875,2.99,54.65,2.99,0.074863014,0.065582192,0.00409589,0.00409589
841,55,How to manage degraded monoculture plantations in South China:a perspective from reciprocal litter transplant experiment,Sun et al 2020,Denis Mburu Njoroge,25/08/2020,Asia,China,2013,Heshan National Field Research Station of Forest Ecosystems,22.34,112.5,Plantation,1700,medium,22.6,south subtropical monsoon climate,Tropics,N/A,N/A,N/A,N/A,N/A,400,present,2,mesofauna,2,Surface ,730,very  long,"ss,Cl,Am",evergreen,Air dried,N/A,Whole leaf,3,three,equal,01:01:01,3,3,53.8,1.17,0.027,50.433,48.1,44.033,N/A,N/A,18,8.75718,46.55,2.12,51.349,2.12,0.070341096,0.063767123,0.00290411,0.00290411
842,55,How to manage degraded monoculture plantations in South China:a perspective from reciprocal litter transplant experiment,Sun et al 2020,Denis Mburu Njoroge,25/08/2020,Asia,China,2013,Heshan National Field Research Station of Forest Ecosystems,22.34,112.5,Plantation,1700,medium,22.6,south subtropical monsoon climate,Tropics,N/A,N/A,N/A,N/A,N/A,400,present,2,mesofauna,2,Surface ,730,very  long,"Cl,Eu,Am",evergreen,Air dried,N/A,Whole leaf,3,three,equal,01:01:01,3,3,53.3,1.103,0.027,44.4,49.9,40.96,N/A,N/A,18,7.86294,52.806,1.55,56.317,1.55,0.077146575,0.072336986,0.002123288,0.002123288
843,55,How to manage degraded monoculture plantations in South China:a perspective from reciprocal litter transplant experiment,Sun et al 2020,Denis Mburu Njoroge,25/08/2020,Asia,China,2013,Heshan National Field Research Station of Forest Ecosystems,22.34,112.5,Plantation,1700,medium,22.6,south subtropical monsoon climate,Tropics,N/A,N/A,N/A,N/A,N/A,400,present,2,mesofauna,2,Surface ,730,very  long,"Ss,Cl,Eu,Am",evergreen,Air dried,N/A,Whole leaf,4,four,equal,01:01:01:1,3,3,53,1.165,0.03,45.95,47.075,40.1,N/A,N/A,18,6.98634,47.949,5.84,61.187,5.84,0.083817808,0.065683562,0.008,0.008
844,55,How to manage degraded monoculture plantations in South China:a perspective from reciprocal litter transplant experiment,Sun et al 2020,Denis Mburu Njoroge,25/08/2020,Asia,China,2013,Heshan National Field Research Station of Forest Ecosystems,22.34,112.5,Plantation,1700,medium,22.6,south subtropical monsoon climate,Tropics,N/A,N/A,N/A,N/A,N/A,400,present,2,mesofauna,2,Surface ,730,very  long,"Ss, Cl",evergreen,Air dried,N/A,Whole leaf,2,two,equal,01:01,3,3,51.35,1.25,0.04,41.55,41.3,32.9,N/A,N/A,18,5.2245,60.6995,4.53,70.975,4.53,0.097226027,0.08315,0.006205479,0.006205479
845,55,How to manage degraded monoculture plantations in South China:a perspective from reciprocal litter transplant experiment,Sun et al 2020,Denis Mburu Njoroge,25/08/2020,Asia,China,2013,Heshan National Field Research Station of Forest Ecosystems,22.34,112.5,Plantation,1700,medium,22.6,south subtropical monsoon climate,Tropics,N/A,N/A,N/A,N/A,N/A,400,present,2,mesofauna,2,Surface ,730,very  long,"Ss, Eu",evergreen,Air dried,N/A,Whole leaf,2,two,equal,01:01,3,3,52.95,1.1,0.03,46.8,50.95,44.05,N/A,N/A,18,5.99076,59.783,3.06,66.718,3.06,0.091394521,0.081894521,0.004191781,0.004191781
846,55,How to manage degraded monoculture plantations in South China:a perspective from reciprocal litter transplant experiment,Sun et al 2020,Denis Mburu Njoroge,25/08/2020,Asia,China,2013,Heshan National Field Research Station of Forest Ecosystems,22.34,112.5,Plantation,1700,medium,22.6,south subtropical monsoon climate,Tropics,N/A,N/A,N/A,N/A,N/A,400,present,2,mesofauna,2,Surface ,730,very  long,"Ss,Am",evergreen,Air dried,N/A,Whole leaf,2,two,equal,01:01,3,3,53.8,1.33,0.03,54.15,40.5,40.75,N/A,N/A,18,6.5493,66.589,1.31,63.615,1.31,0.087143836,0.091217808,0.001794521,0.001794521
